governorate_code,year,month,total_visitors,international_visitors,domestic_visitors,avg_occupancy_rate,total_rooms,total_beds,occupied_rooms,temp,temp_max,rain,ramadan_days,eid_fitr_days,eid_adha_days,ramadan_start_date,ramadan_end_date,eid_fitr_date,eid_adha_date,is_ramadan_month,is_eid_month,name,highway_distance_km,has_airport,major_roads,road_density,accessibility_score,weather_adjusted_visitors,ramadan_adjusted_occupancy,accessibility_efficiency,visitors_per_bed,rooms_per_1000,beds_per_1000,intl_pct,capacity_adequacy,seasonal_amplitude
AQAB,2023,8,4015,1253,2762,51,870,1480,443,33.96774193548387,43.3,0.0,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Aqaba,5,True,3,medium,85,3173,51.0,47.23529411764706,2.7128378378378377,216.68742216687423,368.6176836861768,31.207970112079703,40.36363636363637,66.08536963205329
AQAB,2023,9,5011,1718,3293,67,870,1480,582,32.053333333333335,44.7,0.6,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Aqaba,5,True,3,medium,85,4105,67.0,58.95294117647059,3.3858108108108107,173.61804031131513,295.35022949511074,34.28457393733786,32.340850129714624,66.08536963205329
AQAB,2023,10,4942,2140,2802,81,870,1480,704,27.64516129032258,37.9,0.3,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Aqaba,5,True,3,medium,85,4375,81.0,58.141176470588235,3.3391891891891894,176.04208822339135,299.4738972076083,43.30230675839741,32.79239174423311,66.08536963205329
AQAB,2023,11,4774,2224,2550,61,870,1480,530,23.94,35.2,1.1,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Aqaba,5,True,3,medium,85,4491,61.0,56.16470588235294,3.2256756756756757,182.2371177209887,310.0125680770842,46.585672392124,33.94637620444072,66.08536963205329
AQAB,2023,12,2741,1160,1581,54,870,1480,469,19.36774193548387,30.9,1.6,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Aqaba,5,True,3,medium,85,2715,54.0,32.247058823529414,1.852027027027027,317.40240788033566,539.948923750456,42.32032105071142,59.124407150674934,66.08536963205329
AQAB,2024,1,2403,1079,1324,51,870,1480,443,17.287096774193547,27.4,4.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Aqaba,5,True,3,medium,85,2305,51.0,28.270588235294117,1.6236486486486486,362.04744069912607,615.8967956720766,44.90220557636288,67.44069912609238,66.08536963205329
AQAB,2024,2,3704,1176,2528,61,870,1480,530,17.279310344827586,26.9,6.5,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Aqaba,5,True,3,medium,85,3552,61.0,43.576470588235296,2.502702702702703,234.88120950323975,399.5680345572354,31.749460043196542,43.75269978401728,66.08536963205329
AQAB,2024,3,4919,1649,3270,63,870,1480,548,21.14516129032258,33.4,9.7,21,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,True,False,Aqaba,5,True,3,medium,85,4834,76.23,57.870588235294115,3.3236486486486485,176.8652165074202,300.87416141492173,33.52307379548689,32.94572067493393,66.08536963205329
AQAB,2024,4,4923,2327,2596,81,870,1480,704,26.613333333333333,41.1,0.0,9,3,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,True,True,Aqaba,5,True,3,medium,85,4434,88.29,57.917647058823526,3.3263513513513514,176.72151127361366,300.6296973390209,47.2679260613447,32.91895185862279,66.08536963205329
AQAB,2024,5,5076,2053,3023,59,870,1480,513,28.725806451612904,42.3,0.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Aqaba,5,True,3,medium,85,4411,59.0,59.71764705882353,3.4297297297297296,171.39479905437352,291.56816390858944,40.44523246650906,31.926713947990542,66.08536963205329
AQAB,2024,6,3638,1524,2114,50,870,1480,435,34.99333333333333,46.3,0.0,0,0,4,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,True,Aqaba,5,True,3,medium,85,2819,50.0,42.8,2.458108108108108,239.14238592633316,406.8169323804288,41.891148982957674,44.546454095656955,66.08536963205329
AQAB,2024,7,2896,1315,1581,49,870,1480,426,35.31290322580645,45.0,0.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Aqaba,5,True,3,medium,85,2230,49.0,34.07058823529412,1.9567567567567568,300.414364640884,511.0497237569061,45.40745856353591,55.959944751381215,66.08536963205329
AQAB,2024,8,3851,1516,2335,56,870,1480,487,34.461290322580645,43.5,0.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Aqaba,5,True,3,medium,85,3015,56.0,45.305882352941175,2.602027027027027,225.91534666320436,384.31576213970396,39.366398338094,42.08257595429758,66.08536963205329
AQAB,2024,9,5271,1736,3535,67,870,1480,582,31.326666666666664,41.4,0.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Aqaba,5,True,3,medium,85,4375,67.0,62.01176470588236,3.5614864864864866,165.05406943653955,280.7816353633087,32.93492695883134,30.7455890722823,66.08536963205329
AQAB,2024,10,5090,1532,3558,70,870,1480,609,26.26774193548387,36.3,0.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Aqaba,5,True,3,medium,85,4611,70.0,59.88235294117647,3.439189189189189,170.92337917485264,290.7662082514735,30.09823182711198,31.838899803536346,66.08536963205329
AQAB,2024,11,3900,1494,2406,60,870,1480,522,21.086666666666662,30.6,0.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Aqaba,5,True,3,medium,85,3836,60.0,45.88235294117647,2.635135135135135,223.0769230769231,379.48717948717945,38.30769230769231,41.55384615384615,66.08536963205329
AQAB,2024,12,3097,1432,1665,49,870,1480,426,17.080645161290324,26.6,0.1,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Aqaba,5,True,3,medium,85,2961,49.0,36.43529411764706,2.0925675675675675,280.9170164675492,477.8818211172102,46.23829512431385,52.32805941233452,66.08536963205329
AQAB,2025,1,3129,1146,1983,46,870,1480,400,16.90967741935484,26.3,0.1,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Aqaba,5,True,3,medium,85,2983,46.0,36.811764705882354,2.1141891891891893,278.04410354745926,472.9945669542985,36.625119846596355,51.79290508149568,66.08536963205329
AQAB,2025,2,3217,1408,1809,47,870,1480,408,15.717857142857143,25.8,0.5,1,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,True,False,Aqaba,5,True,3,medium,85,3010,47.47,37.84705882352941,2.1736486486486486,270.43829654958034,460.05595275101024,43.7674852346907,50.37612682623563,66.08536963205329
AQAB,2025,3,4794,2018,2776,65,870,1480,565,21.532258064516128,35.9,9.6,29,2,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,True,True,Aqaba,5,True,3,medium,85,4683,83.85000000000001,56.4,3.2391891891891893,181.47684605757198,308.7192323738006,42.09428452231956,33.804755944931166,66.08536963205329
AQAB,2025,4,6236,2434,3802,75,870,1480,652,25.07,40.8,0.0,0,1,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,True,Aqaba,5,True,3,medium,85,5761,75.0,73.36470588235294,4.213513513513513,139.51250801796022,237.33162283515074,39.031430404105194,25.987812700449005,66.08536963205329
AQAB,2025,5,4966,2287,2679,63,870,1480,548,28.5,45.7,1.1,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Aqaba,5,True,3,medium,85,4332,63.0,58.423529411764704,3.3554054054054054,175.1913008457511,298.02658074909385,46.05316149818768,32.63391059202578,66.08536963205329
AQAB,2025,6,3258,1058,2200,60,870,1480,522,31.676666666666662,41.5,0.0,0,0,4,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,True,Aqaba,5,True,3,medium,85,2687,60.0,38.32941176470588,2.2013513513513514,267.03499079189686,454.2664211172499,32.47391037446286,49.74217311233886,66.08536963205329
AQAB,2025,7,3352,1558,1794,50,870,1480,435,34.458064516129035,43.7,0.0,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Aqaba,5,True,3,medium,85,2625,50.0,39.43529411764706,2.264864864864865,259.5465393794749,441.527446300716,46.47971360381862,48.3472553699284,66.08536963205329
AQAB,2025,8,3326,1475,1851,54,870,1480,469,34.31290322580645,48.1,0.0,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Aqaba,5,True,3,medium,85,2611,54.0,39.129411764705885,2.247297297297297,261.57546602525554,444.9789536981359,44.347564642212866,48.725195429945884,66.08536963205329
AQAB,2025,9,4720,1886,2834,72,870,1480,626,30.6,40.3,0.0,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Aqaba,5,True,3,medium,85,3969,72.0,55.529411764705884,3.189189189189189,184.32203389830508,313.5593220338983,39.95762711864407,34.33474576271186,66.08536963205329
AQAB,2025,10,5252,1652,3600,72,870,1480,626,27.11935483870968,39.1,0.0,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Aqaba,5,True,3,medium,85,4691,72.0,61.78823529411765,3.5486486486486486,165.65118050266565,281.7974105102818,31.454683929931456,30.856816450875858,66.08536963205329
AQAB,2025,11,4011,1695,2316,65,870,1480,565,24.433333333333337,35.8,1.1,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Aqaba,5,True,3,medium,85,3744,65.0,47.188235294117646,2.7101351351351353,216.9035153328347,368.98529045125906,42.25878833208676,40.403889304412864,66.08536963205329
AQAB,2025,12,3126,1388,1738,50,870,1480,435,17.26451612903226,27.7,31.299999999999997,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Aqaba,5,True,3,medium,85,2997,50.0,36.77647058823529,2.112162162162162,278.3109404990403,473.448496481126,44.40179142674344,51.8426103646833,66.08536963205329
BAL,2020,1,5062,1719,3343,38,930,1530,353,15.27741935483871,24.7,77.1,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Dead Sea,15,False,2,low,60,4703,38.0,84.36666666666666,3.3084967320261436,183.72184907151322,302.2520742789411,33.95890952192809,33.09660213354405,71.58960099025956
BAL,2020,2,7564,3204,4360,57,930,1530,530,16.862068965517242,23.8,39.5,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Dead Sea,15,False,2,low,60,7207,57.0,126.06666666666666,4.943790849673203,122.95081967213115,202.27392913802223,42.358540454785825,22.14899524061343,71.58960099025956
BAL,2020,3,11278,4826,6452,67,930,1530,623,19.874193548387098,32.0,65.5,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Dead Sea,15,False,2,low,60,11256,67.0,187.96666666666667,7.371241830065359,82.46142933144175,135.662351480759,42.79127504876751,14.85502748714311,71.58960099025956
BAL,2020,4,11444,3935,7509,77,930,1530,716,24.506666666666668,38.0,6.9,7,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,True,False,Dead Sea,15,False,2,low,60,10670,82.39,190.73333333333332,7.479738562091503,81.2652918559944,133.69451240824887,34.384830478853544,14.639549108703251,71.58960099025956
BAL,2020,5,10667,5234,5433,53,930,1530,492,29.970967741935485,46.6,21.1,23,3,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,True,True,Dead Sea,15,False,2,low,60,9071,65.19,177.78333333333333,6.971895424836601,87.18477547576637,143.4330177181963,49.067216649479704,15.705915440142496,71.58960099025956
BAL,2020,6,8759,4286,4473,45,930,1530,418,31.186666666666667,40.8,0.2,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Dead Sea,15,False,2,low,60,7289,45.0,145.98333333333332,5.72483660130719,106.17650416714237,174.6774745975568,48.93252654412604,19.12718346843247,71.58960099025956
BAL,2020,7,6549,2735,3814,40,930,1530,372,34.21935483870968,44.5,0.0,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Dead Sea,15,False,2,low,60,5152,40.0,109.15,4.280392156862745,142.00641319285387,233.623453962437,41.76210108413498,25.581768208886853,71.58960099025956
BAL,2020,8,7882,3426,4456,41,930,1530,381,33.648387096774194,46.1,0.0,0,0,4,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,True,Dead Sea,15,False,2,low,60,6268,41.0,131.36666666666667,5.151633986928105,117.9903577772139,194.11316924638416,43.46612534889622,21.255392032479065,71.58960099025956
BAL,2020,9,9791,3355,6436,57,930,1530,530,34.96,48.4,0.1,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Dead Sea,15,False,2,low,60,7593,57.0,163.18333333333334,6.3993464052287585,94.98519048105403,156.26595853334695,34.26616280257379,17.111122459401493,71.58960099025956
BAL,2020,10,9705,4776,4929,68,930,1530,632,30.40967741935484,43.2,0.0,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Dead Sea,15,False,2,low,60,8189,68.0,161.75,6.3431372549019605,95.82689335394126,157.65069551777432,49.211746522411126,17.26275115919629,71.58960099025956
BAL,2020,11,7715,3021,4694,64,930,1530,595,22.80666666666667,31.6,36.6,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Dead Sea,15,False,2,low,60,7390,64.0,128.58333333333334,5.042483660130719,120.54439403758911,198.3149708360337,39.157485418016854,21.71548930654569,71.58960099025956
BAL,2020,12,5638,2315,3323,39,930,1530,362,19.170967741935485,28.6,8.5,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Dead Sea,15,False,2,low,60,5567,39.0,93.96666666666667,3.6849673202614377,164.95211067754522,271.37282724370345,41.060659808442715,29.715324583185527,71.58960099025956
BAL,2021,1,6615,2706,3909,38,930,1530,353,18.37741935483871,27.9,44.7,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Dead Sea,15,False,2,low,60,6453,38.0,110.25,4.323529411764706,140.58956916099774,231.29251700680274,40.90702947845805,25.3265306122449,71.58960099025956
BAL,2021,2,5902,2640,3262,49,930,1530,455,18.057142857142857,28.4,25.0,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Dead Sea,15,False,2,low,60,5729,49.0,98.36666666666666,3.857516339869281,157.57370382921044,259.23415791257196,44.730599796679094,28.386140291426635,71.58960099025956
BAL,2021,3,10251,3894,6357,71,930,1530,660,20.664516129032258,33.6,7.1,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Dead Sea,15,False,2,low,60,10148,71.0,170.85,6.7,90.72285630670179,149.25373134328356,37.98653789874159,16.34328358208955,71.58960099025956
BAL,2021,4,12657,5494,7163,76,930,1530,706,26.59,42.5,0.6,18,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,True,False,Dead Sea,15,False,2,low,60,11405,89.67999999999999,210.95,8.272549019607844,73.4771272813463,120.88172552737615,43.40681046061468,13.236548945247689,71.58960099025956
BAL,2021,5,10589,4404,6185,66,930,1530,613,31.138709677419353,42.9,0.0,12,3,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,True,True,Dead Sea,15,False,2,low,60,8819,73.92,176.48333333333332,6.920915032679739,87.82699027292473,144.48956464255357,41.590329587307586,15.821607328359619,71.58960099025956
BAL,2021,6,7665,3264,4401,53,930,1530,492,31.31,42.9,0.0,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Dead Sea,15,False,2,low,60,6364,53.0,127.75,5.009803921568627,121.33072407045009,199.60861056751466,42.58317025440313,21.857142857142858,71.58960099025956
BAL,2021,7,7692,3250,4442,49,930,1530,455,34.645161290322584,45.3,0.0,0,0,4,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,True,Dead Sea,15,False,2,low,60,6002,49.0,128.2,5.027450980392157,120.90483619344774,198.90795631825273,42.2516900676027,21.780421216848673,71.58960099025956
BAL,2021,8,7832,2450,5382,46,930,1530,427,35.15483870967742,44.5,0.0,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Dead Sea,15,False,2,low,60,6051,46.0,130.53333333333333,5.118954248366013,118.74361593462716,195.35240040858017,31.28192032686415,21.39108784473953,71.58960099025956
BAL,2021,9,9644,2949,6695,65,930,1530,604,31.48,41.1,2.2,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Dead Sea,15,False,2,low,60,7983,65.0,160.73333333333332,6.303267973856209,96.43301534632933,158.64786395686437,30.578598092077975,17.371941103276647,71.58960099025956
BAL,2021,10,10013,3167,6846,63,930,1530,585,28.074193548387097,37.2,1.9,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Dead Sea,15,False,2,low,60,8800,63.0,166.88333333333333,6.544444444444444,92.87925696594428,152.8013582342954,31.628882452811347,16.731748726655347,71.58960099025956
BAL,2021,11,9698,4780,4918,62,930,1530,576,24.263333333333332,34.7,3.9,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Dead Sea,15,False,2,low,60,9077,62.0,161.63333333333333,6.338562091503268,95.89606104351412,157.76448752320067,49.2885130954836,17.275211383790474,71.58960099025956
BAL,2021,12,7062,3280,3782,52,930,1530,483,18.43548387096774,28.1,24.4,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Dead Sea,15,False,2,low,60,6896,52.0,117.7,4.6156862745098035,131.69073916737466,216.65250637213254,46.445766071934294,23.723449447748514,71.58960099025956
BAL,2022,1,5686,1738,3948,42,930,1530,390,14.712903225806452,22.4,61.3,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Dead Sea,15,False,2,low,60,5235,42.0,94.76666666666667,3.716339869281046,163.55962011959198,269.08195568061905,30.56630320084418,29.464474147027786,71.58960099025956
BAL,2022,2,7052,2783,4269,54,930,1530,502,17.05,26.0,23.0,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Dead Sea,15,False,2,low,60,6739,54.0,117.53333333333333,4.609150326797385,131.87748156551334,216.95972773681225,39.46398184912081,23.757090187180943,71.58960099025956
BAL,2022,3,8888,2691,6197,69,930,1530,641,17.419354838709676,32.2,24.4,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Dead Sea,15,False,2,low,60,8543,69.0,148.13333333333333,5.809150326797385,104.63546354635464,172.14221422142214,30.276777677767775,18.849572457245724,71.58960099025956
BAL,2022,4,12023,4337,7686,65,930,1530,604,27.196666666666665,40.8,0.1,29,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,True,False,Dead Sea,15,False,2,low,60,10725,83.85000000000001,200.38333333333333,7.8581699346405225,77.35174249355401,127.25609248939531,36.07252765532729,13.934542127588788,71.58960099025956
BAL,2022,5,9203,3590,5613,60,930,1530,558,29.287096774193547,43.6,0.6,1,3,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,True,True,Dead Sea,15,False,2,low,60,7920,60.6,153.38333333333333,6.015032679738562,101.05400412908834,166.25013582527436,39.00901879821797,18.204389872867544,71.58960099025956
BAL,2022,6,7368,2393,4975,43,930,1530,399,32.37,42.7,0.0,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Dead Sea,15,False,2,low,60,6000,43.0,122.8,4.815686274509804,126.2214983713355,207.65472312703585,32.478284473398475,22.738192182410423,71.58960099025956
BAL,2022,7,7743,2603,5140,44,930,1530,409,33.71290322580645,44.4,0.0,0,0,4,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,True,Dead Sea,15,False,2,low,60,6150,44.0,129.05,5.06078431372549,120.10848508330105,197.59783029833397,33.617460932455124,21.636962417667572,71.58960099025956
BAL,2022,8,7469,2858,4611,44,930,1530,409,34.60322580645161,44.9,0.0,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Dead Sea,15,False,2,low,60,5832,44.0,124.48333333333333,4.881699346405229,124.51466059713482,204.84669969206053,38.264827955549606,22.430713616280627,71.58960099025956
BAL,2022,9,10813,4321,6492,57,930,1530,530,32.406666666666666,42.1,0.0,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Dead Sea,15,False,2,low,60,8800,57.0,180.21666666666667,7.067320261437908,86.00758346434847,141.49634698973458,39.96115786553223,15.493849995375937,71.58960099025956
BAL,2022,10,10783,3555,7228,62,930,1530,576,28.919354838709676,39.4,0.3,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Dead Sea,15,False,2,low,60,9340,62.0,179.71666666666667,7.047712418300653,86.24687007326347,141.8900120560141,32.968561624779746,15.536956320133543,71.58960099025956
BAL,2022,11,9090,4308,4782,59,930,1530,548,23.023333333333333,31.5,28.299999999999997,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Dead Sea,15,False,2,low,60,8677,59.0,151.5,5.9411764705882355,102.31023102310232,168.31683168316832,47.39273927392739,18.43069306930693,71.58960099025956
BAL,2022,12,5564,2371,3193,46,930,1530,427,19.37741935483871,28.4,6.9,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Dead Sea,15,False,2,low,60,5512,46.0,92.73333333333333,3.6366013071895424,167.14593817397554,274.98202731847596,42.613227893601724,30.11053199137311,71.58960099025956
BAL,2023,1,5441,2625,2816,39,930,1530,362,17.57741935483871,26.9,47.4,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Dead Sea,15,False,2,low,60,5243,39.0,90.68333333333334,3.556209150326797,170.92446241499724,281.19830913435027,48.244807939716964,30.791214850211357,71.58960099025956
BAL,2023,2,7901,2836,5065,44,930,1530,409,16.4,31.4,98.4,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Dead Sea,15,False,2,low,60,7474,44.0,131.68333333333334,5.1640522875817,117.70661941526389,193.64637387672445,35.8941906087837,21.204277939501328,71.58960099025956
BAL,2023,3,10265,3713,6552,64,930,1530,595,20.91290322580645,31.9,42.0,10,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,True,False,Dead Sea,15,False,2,low,60,10124,70.4,171.08333333333334,6.709150326797386,90.59912323429128,149.05017048222112,36.17145640526059,16.320993667803215,71.58960099025956
BAL,2023,4,13452,6349,7103,64,930,1530,595,24.493333333333332,37.2,38.3,20,3,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,True,True,Dead Sea,15,False,2,low,60,12545,76.8,224.2,8.792156862745099,69.13470115967885,113.73773416592329,47.197442759440975,12.4542818911686,71.58960099025956
BAL,2023,5,11868,5718,6150,57,930,1530,530,29.348387096774193,42.6,14.4,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Dead Sea,15,False,2,low,60,10203,57.0,197.8,7.756862745098039,78.36198179979777,128.91809908998988,48.179979777553086,14.116531850353892,71.58960099025956
BAL,2023,6,7561,2938,4623,52,930,1530,483,31.966666666666665,43.9,3.9,0,0,1,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,True,Dead Sea,15,False,2,low,60,6203,52.0,126.01666666666667,4.941830065359477,122.99960322708637,202.35418595423886,38.857294008729006,22.157783361989154,71.58960099025956
BAL,2023,7,6279,2154,4125,42,930,1530,390,35.66129032258065,46.6,0.0,0,0,3,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,True,Dead Sea,15,False,2,low,60,4803,42.0,104.65,4.103921568627451,148.112756808409,243.6693741041567,34.304825609173434,26.68179646440516,71.58960099025956
BAL,2023,8,7990,3217,4773,39,930,1530,362,35.03548387096774,46.3,0.1,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Dead Sea,15,False,2,low,60,6187,39.0,133.16666666666666,5.222222222222222,116.39549436795996,191.48936170212767,40.262828535669584,20.96808510638298,71.58960099025956
BAL,2023,9,9318,4648,4670,66,930,1530,613,33.196666666666665,44.9,0.5,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Dead Sea,15,False,2,low,60,7473,66.0,155.3,6.090196078431372,99.80682549903412,164.19832582099164,49.88194891607641,17.979716677398585,71.58960099025956
BAL,2023,10,11894,3789,8105,73,930,1530,678,29.570967741935487,38.3,2.7,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Dead Sea,15,False,2,low,60,10186,73.0,198.23333333333332,7.773856209150327,78.19068437867833,128.63628720363207,31.8563981839583,14.085673448797714,71.58960099025956
BAL,2023,11,8498,3845,4653,64,930,1530,595,24.44333333333333,35.5,54.9,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Dead Sea,15,False,2,low,60,7931,64.0,141.63333333333333,5.554248366013072,109.43751470934338,180.04236290891976,45.24594022122852,19.714638738526713,71.58960099025956
BAL,2023,12,6864,2354,4510,51,930,1530,474,19.603225806451615,29.0,15.2,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Dead Sea,15,False,2,low,60,6823,51.0,114.4,4.486274509803922,135.4895104895105,222.9020979020979,34.294871794871796,24.40777972027972,71.58960099025956
BAL,2024,1,6196,1915,4281,42,930,1530,390,18.396774193548385,25.4,31.1,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Dead Sea,15,False,2,low,60,6046,42.0,103.26666666666667,4.049673202614379,150.09683666881858,246.93350548741122,30.90703679793415,27.03921885087153,71.58960099025956
BAL,2024,2,7040,2919,4121,50,930,1530,465,17.731034482758623,28.0,12.9,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Dead Sea,15,False,2,low,60,6800,50.0,117.33333333333333,4.601307189542483,132.10227272727275,217.32954545454544,41.46306818181818,23.797585227272727,71.58960099025956
BAL,2024,3,11031,4080,6951,59,930,1530,548,21.816129032258065,36.7,12.7,21,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,True,False,Dead Sea,15,False,2,low,60,10730,71.39,183.85,7.209803921568628,84.30785966820778,138.70002719608377,36.986673918955674,15.187652977971172,71.58960099025956
BAL,2024,4,10272,3990,6282,70,930,1530,651,27.92,43.9,3.9,9,3,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,True,True,Dead Sea,15,False,2,low,60,9051,76.30000000000001,171.2,6.713725490196079,90.53738317757009,148.94859813084113,38.84345794392524,16.3098714953271,71.58960099025956
BAL,2024,5,9684,3025,6659,52,930,1530,483,29.225806451612904,41.4,2.8,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Dead Sea,15,False,2,low,60,8343,52.0,161.4,6.329411764705882,96.03469640644362,157.9925650557621,31.237092110698057,17.300185873605948,71.58960099025956
BAL,2024,6,8395,3620,4775,48,930,1530,446,35.81333333333334,47.6,0.0,0,0,4,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,True,Dead Sea,15,False,2,low,60,6403,48.0,139.91666666666666,5.4869281045751634,110.78022632519357,182.25134008338298,43.12090530077427,19.956521739130434,71.58960099025956
BAL,2024,7,6598,2457,4141,40,930,1530,372,35.86451612903225,45.0,0.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Dead Sea,15,False,2,low,60,5027,40.0,109.96666666666667,4.3124183006535945,140.95180357684148,231.88845104577143,37.23855713852683,25.391785389511973,71.58960099025956
BAL,2024,8,7237,2765,4472,46,930,1530,427,34.90967741935484,42.9,0.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Dead Sea,15,False,2,low,60,5618,46.0,120.61666666666666,4.730065359477124,128.5062871355534,211.41356915849107,38.206439132237115,23.149785822854774,71.58960099025956
